/tmp/error.kL7Ile:[Thu Jan 09 17:10:39.776326 2014] [cgi:error] [pid 23084] [client 72.21.91.121:56673] AH01215: replayserver: Can't find: GET /avatar/b6bfeb565e3621d0b341914188789a13?s=40&d=http%3A%2F%2F1.gravatar.com%2Favatar%2Fad516503a11cd5ca435acc9bb6523536%3Fs%3D40&r=G, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.105624 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56397] AH01215: replayserver: Can't find: GET /media/lists/people/david-thomson_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.106042 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56399] AH01215: replayserver: Can't find: GET /media/lists/people/jim-walton_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.107850 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56400] AH01215: replayserver: Can't find: GET /media/lists/people/alice-walton_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.108535 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56401] AH01215: replayserver: Can't find: GET /media/lists/people/s-robson-walton_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.108585 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56402] AH01215: Can't find: GET /media/lists/people/leslie-wexner_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.110112 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56406] AH01215: Can't find: GET /media/lists/people/steve-wynn_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.111928 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56404] AH01215: replayserver: Can't find: GET /media/lists/people/chip-wilson_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.114804 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56409] AH01215: replayserver: Can't find: GET /images/channels/homelists_panel1_0_list-1362419617.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.115469 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56407] AH01215: replayserver: Can't find: GET /media/lists/people/mark-zuckerberg_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.117069 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56411] AH01215: replayserver: Can't find: GET /images/channels/homelists_panel1_1_list-1362411949.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.117635 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56413] AH01215: replayserver: Can't find: GET /images/channels/homelists_panel1_2_list-1362412222.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.119125 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56415] AH01215: replayserver: Can't find: GET /assets/img/sprites/sprite_header_graphics.v2.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.119570 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56416] AH01215: replayserver: Can't find: GET /assets/img/sprites/sprite_header_gradient.v2.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.147030 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56422] AH01215: replayserver: Can't find: GET /scripts/combined/js/global.8fac4e39330023e35bc3b99c9f45b6b00c0fb16a.js, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.147372 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56423] AH01215: replayserver: Can't find: GET /scripts/combined/js/home.154f6e1e802cf69ca6b2a1e896191e9c17770de9.js, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.151348 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56431] AH01215: replayserver: Can't find: GET /assets/img/sprites/sprite_down_arrow.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.152581 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56430] AH01215: replayserver: Can't find: GET /assets/img/sprites/sprite_socialtoggle.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.152705 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56429] AH01215: replayserver: Can't find: GET /assets/img/sprites/sprite_social_icons_mini.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.154934 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56433] AH01215: replayserver: Can't find: GET /assets/img/sprites/sprite_basic_ui_icons.v2.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.155234 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56432] AH01215: replayserver: Can't find: GET /assets/img/sprites/sprite_hp_follow_controls.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.195377 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56443] AH01215: replayserver: Can't find: GET /media/lists/people/marissa-mayer_65x65.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.195667 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56442] AH01215: replayserver: Can't find: GET /media/lists/people/bill-gates_65x65.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.203156 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56452] AH01215: Can't find: GET /assets/img/loading_spinners/16px_on_transparent.gif, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.203564 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56454] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_0_mainvideo-1389025735.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.203967 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56455] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_1_mainvideo-1389025132.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.204174 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56456] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_2_mainvideo-1389025153.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.206585 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56459] AH01215: replayserver: Can't find: GET /assets/img/sprites/sprite_video_buttons.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.206590 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56458] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_4_mainvideo-1389025203.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.206590 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56457] AH01215: replayserver: Can't find: GET /images/channels/homevideo_panel5_3_mainvideo-1389025180.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.230104 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56461] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel1_1_feature-1389024577.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.230584 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56460] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel1_0_feature-1389024358.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.231963 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56463] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel1_3_feature-1389024616.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.232485 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56462] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel1_2_feature-1389024470.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.233143 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56464] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel3_4_feature-1389120763.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.234279 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56465] AH01215: Can't find: GET /images/channels/homefeatures_panel14_5_feature-1388786922.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.234499 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56466] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel7_6_feature-1387388091.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.235921 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56467] AH01215: replayserver: Can't find: GET /images/channels/homefeatures_panel2_7_feature-1388698813.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.237188 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56470] AH01215: replayserver: Can't find: GET /media/lists/people/micky-arison_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.237492 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56469] AH01215: replayserver: Can't find: GET /media/lists/people/sheldon-adelson_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.239342 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56472] AH01215: replayserver: Can't find: GET /media/lists/people/marc-benioff_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.239341 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56471] AH01215: replayserver: Can't find: GET /media/lists/people/steve-ballmer_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.239478 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56473] AH01215: replayserver: Can't find: GET /media/lists/people/jeff-bezos_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.241591 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56475] AH01215: replayserver: Can't find: GET /media/lists/people/warren-buffett_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.241712 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56474] AH01215: replayserver: Can't find: GET /media/lists/people/sergey-brin_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.242591 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56476] AH01215: replayserver: Can't find: GET /media/lists/people/larry-ellison_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.244356 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56478] AH01215: replayserver: Can't find: GET /media/lists/people/bill-gates_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.244512 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56479] AH01215: replayserver: Can't find: GET /media/lists/people/harold-hamm_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.246219 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56477] AH01215: replayserver: Can't find: GET /media/lists/people/charles-ergen_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.246351 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56480] AH01215: replayserver: Can't find: GET /media/lists/people/reid-hoffman_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.249759 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56481] AH01215: replayserver: Can't find: GET /media/lists/people/carl-icahn_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.249771 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56482] AH01215: replayserver: Can't find: GET /media/lists/people/george-kaiser_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.252210 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56485] AH01215: replayserver: Can't find: GET /media/lists/people/henry-kravis_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.252331 2014] [cgi:error] [pid 23060] [client 18.7.20.68:56484] AH01215: Can't find: GET /media/lists/people/phil-knight_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.252410 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56483] AH01215: Can't find: GET /media/lists/people/richard-kinder_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.254353 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56486] AH01215: replayserver: Can't find: GET /media/lists/people/leonard-lauder_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.255817 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56488] AH01215: replayserver: Can't find: GET /media/lists/people/eric-lefkofsky_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.255868 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56487] AH01215: replayserver: Can't find: GET /media/lists/people/ralph-lauren_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.256908 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56489] AH01215: replayserver: Can't find: GET /media/lists/people/li-ka-shing_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.258272 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56491] AH01215: replayserver: Can't find: GET /media/lists/people/lakshmi-mittal_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.258378 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56490] AH01215: replayserver: Can't find: GET /media/lists/people/robin-li_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.258786 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56492] AH01215: replayserver: Can't find: GET /media/lists/people/dustin-moskovitz_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.262010 2014] [cgi:error] [pid 23058] [client 18.7.20.68:56493] AH01215: Can't find: GET /media/lists/people/rupert-murdoch_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.263311 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56494] AH01215: replayserver: Can't find: GET /media/lists/people/pierre-omidyar_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.263911 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56495] AH01215: replayserver: Can't find: GET /media/lists/people/amancio-ortega_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.265620 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56496] AH01215: replayserver: Can't find: GET /media/lists/people/larry-page_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.265931 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56497] AH01215: replayserver: Can't find: GET /media/lists/people/stefan-persson_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.267729 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56498] AH01215: replayserver: Can't find: GET /media/lists/people/kevin-plank_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.269341 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56499] AH01215: replayserver: Can't find: GET /media/lists/people/laurene-powell-jobs_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.269732 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56500] AH01215: replayserver: Can't find: GET /media/lists/people/azim-premji_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.271313 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56501] AH01215: replayserver: Can't find: GET /media/lists/people/sumner-redstone_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.271694 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56502] AH01215: replayserver: Can't find: GET /media/lists/people/eric-schmidt_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.273463 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56503] AH01215: replayserver: Can't find: GET /media/lists/people/howard-schultz_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.273764 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56504] AH01215: replayserver: Can't find: GET /media/lists/people/richard-schulze_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.275528 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56505] AH01215: replayserver: Can't find: GET /media/lists/people/charles-schwab_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.275737 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56506] AH01215: replayserver: Can't find: GET /media/lists/people/stephen-schwarzman_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.277401 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56507] AH01215: replayserver: Can't find: GET /media/lists/people/harold-simmons_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.277703 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56508] AH01215: replayserver: Can't find: GET /media/lists/people/carlos-slim-helu_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.279398 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56509] AH01215: replayserver: Can't find: GET /media/lists/people/david-thomson_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.279834 2014] [cgi:error] [pid 23059] [client 18.7.20.68:56510] AH01215: replayserver: Can't find: GET /media/lists/people/christy-walton_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.281322 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56511] AH01215: replayserver: Can't find: GET /media/lists/people/jim-walton_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.283258 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56512] AH01215: replayserver: Can't find: GET /media/lists/people/alice-walton_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.283260 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56513] AH01215: replayserver: Can't find: GET /media/lists/people/s-robson-walton_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.285541 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56514] AH01215: replayserver: Can't find: GET /media/lists/people/leslie-wexner_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.286490 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56515] AH01215: replayserver: Can't find: GET /media/lists/people/chip-wilson_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.288410 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56517] AH01215: replayserver: Can't find: GET /media/lists/people/mark-zuckerberg_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.290695 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56516] AH01215: replayserver: Can't find: GET /media/lists/people/steve-wynn_50x50.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.292423 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56519] AH01215: replayserver: Can't find: GET /images/channels/homelists_panel1_0_list-1362419617.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.292837 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56521] AH01215: replayserver: Can't find: GET /images/channels/homelists_panel1_1_list-1362411949.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.294724 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56524] AH01215: replayserver: Can't find: GET /images/channels/homelists_panel1_2_list-1362412222.jpg, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.294730 2014] [cgi:error] [pid 23062] [client 18.7.20.68:56525] AH01215: replayserver: Can't find: GET /assets/img/sprites/sprite_homepage_arrows.png, referer: http://www.forbes.com/
/tmp/error.lwfJDU:[Thu Jan 09 17:10:44.296722 2014] [cgi:error] [pid 23061] [client 18.7.20.68:56526] AH01215: replayserver: Can't find: GET /assets/img/sprites/sprite_ticker_fade.v2.png, referer: http://www.forbes.com/
